Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Prediction,Result
121958,-2.2890612569329973,-1.3137578136860328,-0.4525616692013628,-0.392802196519187,0.2247869027321584,0.9108638142692032,1.2181487731949132,-1.7493537310233982,-2.576629766860556,-2.133423503218772,-0.1129042791348836,2.627907888198509,0.3142971603691412,-0.2806825908490981,-0.054125305850267,-0.2635492040877712,0.4225456493050457,0.330782566097054,0.1547513057684091,-0.4742340326747132,-0.5561928767831795,0.5927763635211717,0.1527069750150997,-0.2386519316203078,1.745574833409563,0.7481139173043445,0.8223623129932282,-0.8155344908074529,3266.71,0,Genuine
146867,1.432481917452506,-1.0953016150698571,-0.1299097829806862,-1.362911413349975,-1.0173348511899962,-0.4842729621968217,1.0246113140976034,-1.766835364561559,-0.5716703272767002,-2.197469608996718,-0.2533694421389236,1.6800856882427535,1.035811403343528,-0.6867536326354768,1.4250264046851944,0.6099986700377077,-0.0866365006552089,-0.1953798039279295,-0.6808625909549292,0.1902918580136277,0.392983100159833,1.6082160464089543,-0.7512101534232094,-0.1478760659440953,0.6509778123680879,-0.2270965424951819,0.0682387685974182,1.0260594407312265,2391.87,0,Genuine
131932,1.214722059686548,-0.1687967867021452,0.5814325187976135,0.6990203085838954,0.9644150056162036,-1.2846937010758543,-0.2616171710657256,0.042312061052587,-0.6002257301105709,0.6563916905621474,-2.4500353017098666,-0.4477489222573484,-1.2016488998478048,1.747662555630899,-0.3195255508919301,1.231893840212243,0.9616397008368998,1.112561592597041,1.1634860795061002,-1.613245156157766,0.957326732764849,0.3383292101817834,0.8554863250185587,-0.4806783236580318,1.0437765253872344,0.3224294852514043,0.6216670626980366,-0.3364762307723906,3229.35,0,Genuine
103694,-0.8808636444882607,0.1109560960680434,-0.2032360793067729,-0.2435104559018946,0.3625425701364385,0.8823003795456941,-1.841181777996588,-1.1481154234813125,0.6782737003897429,-0.455438249672737,1.933613076172532,-1.880671344255426,1.0015364334937034,0.0516657357024098,1.3250401282502076,-0.2781640796916275,-1.0180072425644582,0.8795777972889077,0.6751315383178106,0.6192539202318791,0.1528322807575986,0.9830788108132006,-1.4155374888705743,0.6557527066535875,-0.2510494010236124,-0.5065960111080754,0.7099918890419668,-0.2694778327345361,676.09,1,Fraud
119879,-0.8818788950440642,0.7869695655549953,1.1101176066663176,0.0153647758933094,-1.1351618290319083,-0.5915472076721456,-1.8633143983039944,-0.6812868468440255,0.6960592371780476,-1.2337520608952637,0.0772576661459192,-0.7184714212745327,-2.298758284756185,-0.5964964070189619,-0.303588068820914,0.2656833476752956,1.1470698803530424,1.1979949812971982,-0.693652343124928,2.460293517850871,-0.3885471992621414,-0.3795918845592463,-0.1595948270093285,-0.3845120715455979,-1.1266858477759705,-0.7256384742603359,-0.0348886668455921,-0.1941623599584018,1039.6,0,Genuine
110268,0.5126049723762208,-0.8911330086014864,-0.4046041451131437,-0.5782665873974266,-1.606237767474656,-0.9754600276760128,1.0177298761098128,2.526264180124968,-1.67210277092788,-0.659079631712269,-2.437390140174539,1.5791355962599036,-1.1196101441942692,-0.6388466986175998,-1.0847211004162294,-0.2527159446497631,0.6809973368067792,-1.0398979456854378,-0.8769522710584254,-1.393011018683233,-0.0980867981678064,0.72125108877196,-0.5664941663041977,-0.9668212774345132,-0.9354689814889372,0.3976536026731461,1.4793579213244965,0.0110007846553918,4637.73,0,Genuine
54886,-0.0127441504883682,-1.0631090366494642,-0.3895349912803339,0.4752714739719898,-0.9773375592187208,2.1000481585731867,0.8437544717073701,1.189876171681861,0.4384717569965675,-0.5279029470391451,0.2471329322088542,0.1767133037053593,0.6322384393417465,-1.3598951199530165,0.6653944980157489,0.5064922338064692,-0.7743982218435244,-1.0727412675370482,-0.6419729555777898,0.1964168447500719,0.1100249248892409,0.2099974856773495,-0.7424210582260148,-1.6625036136992548,1.0124981671724336,0.6628886828793584,-1.1984698526926232,-0.3347755334151527,4610.93,1,Fraud
137337,1.0543952158491143,0.1380871531336298,1.051979954209332,0.1986961843814033,0.8363018006717221,-0.178596803222712,-0.6167044624440465,-0.9356555423317964,-0.0739638454006919,-0.9646002101572178,-0.2033893193515294,-1.349436346635988,-0.5025614171084902,1.522279130655842,0.4639340419875874,-1.4696930760049625,0.2516595346999269,0.4879043668531725,-0.9456506512733374,0.9579525564001934,0.0563424839683047,-0.2418439916853339,-1.3709873226021083,-0.9475058919913898,-0.7316091863409093,1.790506716849024,1.6504379260339062,1.8166665011984624,3619.7,0,Genuine
168266,0.4795809244330867,-0.2584007202071684,-0.7631243882676582,1.2127843891304184,-0.301602133643046,0.4942260822973329,-1.4407362512974415,-2.3661205135698755,0.1264244081247367,1.605550494237272,-1.3177656897206709,0.7839815422274967,-0.4063017446713073,1.2562792155161795,2.319007934236499,0.6173444202551249,1.2121821556402712,-0.0806163052608141,-0.2795489671494467,0.7656819141880253,0.4345193482086625,1.5472022163313863,0.0418004719112215,-0.2658699528867185,3.1951550576890875,-0.9984207561234352,1.0451146532323952,-1.7033633676286808,1635.91,0,Genuine
87498,1.5830307939565351,0.9267209977715248,0.24892909531666,0.4805987129389843,0.0811425189554108,0.0295282410077765,-1.0471510231690917,-1.0199373381040502,-0.6138270186937304,1.416828902814273,0.3093029407742589,-0.2098580286130448,0.1072342775305701,-0.0669191096680468,-0.979295716533089,0.2830211481039283,0.5215573227977609,0.2588407081269144,-0.8407190759745088,2.158405820278003,-1.0212459881035725,-1.2030914287667236,-0.0831075254665403,0.9795576158031062,-0.4056496212786628,-1.1232841850660604,2.1592817279692,0.2289142722174666,3244.55,0,Genuine
